+----------+----------+---------+-------+
|   Time   |    X     |    Y    | Event |
|  24.065  | -67.665  | -41.716 |  odo  |
|  24.090  | -67.665  | -41.716 |  odo  |
|  24.115  | -67.665  | -41.716 |  odo  |
|  24.140  | -67.665  | -41.716 |  odo  |
|  24.165  | -67.665  | -41.716 |  odo  |
|  24.169  | -67.665  | -41.716 | laser |
|  24.170  | -67.668  | -41.719 |  gps  |
|  24.190  | -67.668  | -41.719 |  odo  |
|  24.215  | -67.668  | -41.719 |  odo  |
|  24.240  | -67.667  | -41.718 |  odo  |
|  24.265  | -67.667  | -41.718 |  odo  |
|  24.290  | -67.667  | -41.718 |  odo  |
|  24.315  | -67.667  | -41.718 |  odo  |
|  24.340  | -67.667  | -41.718 |  odo  |
|  24.365  | -67.667  | -41.718 |  odo  |
|  24.370  | -67.669  | -41.717 |  gps  |
|  24.382  | -67.669  | -41.717 | laser |
|  24.390  | -67.669  | -41.717 |  odo  |
|  24.415  | -67.669  | -41.716 |  odo  |
|  24.440  | -67.669  | -41.716 |  odo  |
|  24.465  | -67.668  | -41.716 |  odo  |
|  24.490  | -67.668  | -41.716 |  odo  |
|  24.515  | -67.668  | -41.716 |  odo  |
|  24.540  | -67.667  | -41.715 |  odo  |
|  24.565  | -67.666  | -41.714 |  odo  |
|  24.570  | -67.673  | -41.713 |  gps  |
|  24.590  | -67.672  | -41.712 |  odo  |
|  24.596  | -67.672  | -41.712 | laser |
|  24.615  | -67.670  | -41.711 |  odo  |
|  24.640  | -67.668  | -41.710 |  odo  |
|  24.665  | -67.666  | -41.708 |  odo  |
|  24.690  | -67.664  | -41.706 |  odo  |
|  24.715  | -67.661  | -41.704 |  odo  |
|  24.740  | -67.658  | -41.702 |  odo  |
|  24.765  | -67.654  | -41.699 |  odo  |
|  24.770  | -67.656  | -41.702 |  gps  |
|  24.790  | -67.652  | -41.700 |  odo  |
|  24.809  | -67.652  | -41.700 | laser |
|  24.815  | -67.648  | -41.697 |  odo  |
|  24.840  | -67.643  | -41.693 |  odo  |
|  24.865  | -67.638  | -41.690 |  odo  |
|  24.890  | -67.633  | -41.686 |  odo  |
|  24.915  | -67.627  | -41.681 |  odo  |
|  24.940  | -67.621  | -41.677 |  odo  |
|  24.965  | -67.614  | -41.673 |  odo  |
|  24.971  | -67.618  | -41.672 |  gps  |
|  24.990  | -67.611  | -41.667 |  odo  |
|  25.015  | -67.604  | -41.661 |  odo  |
|  25.023  | -67.604  | -41.661 | laser |
|  25.040  | -67.596  | -41.656 |  odo  |
|  25.065  | -67.588  | -41.650 |  odo  |
|  25.090  | -67.580  | -41.644 |  odo  |
|  25.115  | -67.571  | -41.638 |  odo  |
|  25.140  | -67.562  | -41.631 |  odo  |
|  25.165  | -67.552  | -41.624 |  odo  |
|  25.171  | -67.559  | -41.625 |  gps  |
|  25.190  | -67.549  | -41.618 |  odo  |
|  25.215  | -67.539  | -41.611 |  odo  |
|  25.237  | -67.539  | -41.611 | laser |
|  25.240  | -67.528  | -41.603 |  odo  |
|  25.265  | -67.517  | -41.595 |  odo  |
|  25.290  | -67.505  | -41.587 |  odo  |
|  25.315  | -67.493  | -41.578 |  odo  |
|  25.340  | -67.481  | -41.569 |  odo  |
|  25.365  | -67.469  | -41.560 |  odo  |
|  25.371  | -67.471  | -41.562 |  gps  |
|  25.390  | -67.459  | -41.553 |  odo  |
|  25.415  | -67.445  | -41.543 |  odo  |
|  25.440  | -67.431  | -41.533 |  odo  |
|  25.451  | -67.431  | -41.533 | laser |
|  25.465  | -67.417  | -41.523 |  odo  |
|  25.490  | -67.402  | -41.512 |  odo  |
|  25.515  | -67.387  | -41.501 |  odo  |
|  25.540  | -67.371  | -41.489 |  odo  |
|  25.565  | -67.356  | -41.478 |  odo  |
|  25.571  | -67.363  | -41.477 |  gps  |
|  25.590  | -67.346  | -41.465 |  odo  |
|  25.615  | -67.330  | -41.453 |  odo  |
|  25.640  | -67.312  | -41.440 |  odo  |
|  25.665  | -67.312  | -41.440 | laser |
|  25.665  | -67.295  | -41.427 |  odo  |
|  25.690  | -67.277  | -41.414 |  odo  |
|  25.715  | -67.258  | -41.401 |  odo  |
|  25.740  | -67.240  | -41.387 |  odo  |
|  25.765  | -67.221  | -41.373 |  odo  |
|  25.771  | -67.229  | -41.371 |  gps  |
|  25.790  | -67.210  | -41.357 |  odo  |
|  25.815  | -67.190  | -41.342 |  odo  |
|  25.840  | -67.170  | -41.327 |  odo  |
|  25.865  | -67.149  | -41.312 |  odo  |
|  25.878  | -67.149  | -41.312 | laser |
|  25.890  | -67.128  | -41.296 |  odo  |
|  25.915  | -67.107  | -41.281 |  odo  |
|  25.940  | -67.085  | -41.264 |  odo  |
|  25.965  | -67.063  | -41.248 |  odo  |
|  25.972  | -67.073  | -41.241 |  gps  |
|  25.990  | -67.051  | -41.224 |  odo  |
|  26.015  | -67.028  | -41.207 |  odo  |
|  26.040  | -67.005  | -41.190 |  odo  |
|  26.065  | -66.982  | -41.172 |  odo  |
|  26.090  | -66.958  | -41.154 |  odo  |
|  26.092  | -66.958  | -41.154 | laser |
|  26.115  | -66.934  | -41.136 |  odo  |
|  26.140  | -66.910  | -41.118 |  odo  |
|  26.165  | -66.885  | -41.099 |  odo  |
|  26.172  | -66.888  | -41.106 |  gps  |
|  26.190  | -66.863  | -41.087 |  odo  |
|  26.215  | -66.838  | -41.067 |  odo  |
|  26.240  | -66.812  | -41.048 |  odo  |
|  26.265  | -66.786  | -41.028 |  odo  |
|  26.290  | -66.759  | -41.008 |  odo  |
|  26.305  | -66.759  | -41.008 | laser |
|  26.315  | -66.733  | -40.988 |  odo  |
|  26.340  | -66.705  | -40.968 |  odo  |
|  26.365  | -66.678  | -40.947 |  odo  |
|  26.372  | -66.685  | -40.942 |  gps  |
|  26.390  | -66.658  | -40.921 |  odo  |
|  26.415  | -66.630  | -40.900 |  odo  |
|  26.440  | -66.602  | -40.878 |  odo  |
|  26.465  | -66.573  | -40.857 |  odo  |
|  26.490  | -66.544  | -40.835 |  odo  |
|  26.515  | -66.515  | -40.813 |  odo  |
|  26.519  | -66.515  | -40.813 | laser |
|  26.540  | -66.486  | -40.790 |  odo  |
|  26.565  | -66.456  | -40.767 |  odo  |
|  26.572  | -66.481  | -40.744 |  gps  |
|  26.590  | -66.451  | -40.720 |  odo  |
|  26.615  | -66.421  | -40.697 |  odo  |
|  26.640  | -66.390  | -40.672 |  odo  |
|  26.665  | -66.359  | -40.648 |  odo  |
|  26.690  | -66.328  | -40.623 |  odo  |
|  26.715  | -66.297  | -40.599 |  odo  |
|  26.732  | -66.297  | -40.599 | laser |
|  26.740  | -66.265  | -40.574 |  odo  |
|  26.765  | -66.233  | -40.548 |  odo  |
|  26.772  | -66.233  | -40.559 |  gps  |
|  26.790  | -66.201  | -40.534 |  odo  |
|  26.815  | -66.168  | -40.508 |  odo  |
|  26.840  | -66.135  | -40.482 |  odo  |
|  26.865  | -66.101  | -40.455 |  odo  |
|  26.890  | -66.066  | -40.427 |  odo  |
|  26.915  | -66.031  | -40.400 |  odo  |
|  26.940  | -65.996  | -40.373 |  odo  |
|  26.946  | -65.996  | -40.373 | laser |
|  26.965  | -65.960  | -40.344 |  odo  |
|  26.973  | -65.971  | -40.336 |  gps  |
|  26.990  | -65.935  | -40.307 |  odo  |
|  27.015  | -65.898  | -40.279 |  odo  |
|  27.040  | -65.861  | -40.249 |  odo  |
|  27.065  | -65.825  | -40.220 |  odo  |
|  27.090  | -65.788  | -40.191 |  odo  |
|  27.115  | -65.751  | -40.161 |  odo  |
|  27.140  | -65.713  | -40.131 |  odo  |
|  27.160  | -65.713  | -40.131 | laser |
|  27.165  | -65.676  | -40.101 |  odo  |
|  27.173  | -65.696  | -40.086 |  gps  |
|  27.190  | -65.658  | -40.055 |  odo  |
|  27.215  | -65.620  | -40.024 |  odo  |
|  27.240  | -65.581  | -39.993 |  odo  |
|  27.265  | -65.543  | -39.962 |  odo  |
|  27.290  | -65.504  | -39.931 |  odo  |
|  27.315  | -65.466  | -39.899 |  odo  |
|  27.340  | -65.427  | -39.867 |  odo  |
|  27.365  | -65.387  | -39.835 |  odo  |
|  27.373  | -65.375  | -39.861 |  gps  |
|  27.373  | -65.375  | -39.861 | laser |
|  27.390  | -65.335  | -39.829 |  odo  |
|  27.415  | -65.295  | -39.797 |  odo  |
|  27.440  | -65.254  | -39.765 |  odo  |
|  27.465  | -65.214  | -39.732 |  odo  |
|  27.490  | -65.173  | -39.699 |  odo  |
|  27.515  | -65.131  | -39.666 |  odo  |
|  27.540  | -65.089  | -39.632 |  odo  |
|  27.565  | -65.047  | -39.599 |  odo  |
|  27.573  | -65.059  | -39.591 |  gps  |
|  27.587  | -65.059  | -39.591 | laser |
|  27.590  | -65.016  | -39.557 |  odo  |
|  27.615  | -64.974  | -39.523 |  odo  |
|  27.640  | -64.932  | -39.489 |  odo  |
|  27.665  | -64.890  | -39.455 |  odo  |
|  27.690  | -64.847  | -39.420 |  odo  |
|  27.715  | -64.803  | -39.385 |  odo  |
|  27.740  | -64.759  | -39.349 |  odo  |
|  27.765  | -64.715  | -39.313 |  odo  |
|  27.773  | -64.721  | -39.317 |  gps  |
|  27.790  | -64.677  | -39.281 |  odo  |
|  27.800  | -64.677  | -39.281 | laser |
|  27.815  | -64.633  | -39.246 |  odo  |
|  27.840  | -64.588  | -39.210 |  odo  |
|  27.865  | -64.543  | -39.173 |  odo  |
|  27.890  | -64.498  | -39.136 |  odo  |
|  27.915  | -64.452  | -39.100 |  odo  |
|  27.940  | -64.406  | -39.062 |  odo  |
|  27.965  | -64.360  | -39.025 |  odo  |
|  27.974  | -64.361  | -39.031 |  gps  |
|  27.990  | -64.314  | -38.993 |  odo  |
|  28.014  | -64.314  | -38.993 | laser |
|  28.015  | -64.268  | -38.956 |  odo  |
|  28.040  | -64.221  | -38.918 |  odo  |
|  28.065  | -64.173  | -38.879 |  odo  |
|  28.090  | -64.125  | -38.840 |  odo  |
|  28.115  | -64.077  | -38.801 |  odo  |
|  28.140  | -64.028  | -38.762 |  odo  |
|  28.165  | -63.981  | -38.723 |  odo  |
|  28.174  | -63.984  | -38.729 |  gps  |
|  28.190  | -63.936  | -38.689 |  odo  |
|  28.215  | -63.886  | -38.649 |  odo  |
|  28.228  | -63.886  | -38.649 | laser |
|  28.240  | -63.837  | -38.610 |  odo  |
|  28.265  | -63.788  | -38.570 |  odo  |
|  28.290  | -63.738  | -38.530 |  odo  |
|  28.315  | -63.689  | -38.489 |  odo  |
|  28.340  | -63.639  | -38.448 |  odo  |
|  28.365  | -63.588  | -38.408 |  odo  |
|  28.374  | -63.587  | -38.419 |  gps  |
|  28.390  | -63.536  | -38.378 |  odo  |
|  28.415  | -63.486  | -38.337 |  odo  |
|  28.440  | -63.434  | -38.295 |  odo  |
|  28.441  | -63.434  | -38.295 | laser |
|  28.465  | -63.383  | -38.254 |  odo  |
|  28.490  | -63.332  | -38.212 |  odo  |
|  28.515  | -63.280  | -38.170 |  odo  |
|  28.540  | -63.228  | -38.128 |  odo  |
|  28.565  | -63.175  | -38.085 |  odo  |
|  28.574  | -63.174  | -38.095 |  gps  |
|  28.590  | -63.121  | -38.053 |  odo  |
|  28.615  | -63.068  | -38.010 |  odo  |
|  28.640  | -63.014  | -37.966 |  odo  |
|  28.655  | -63.014  | -37.966 | laser |
|  28.665  | -62.960  | -37.923 |  odo  |
|  28.690  | -62.907  | -37.880 |  odo  |
|  28.715  | -62.853  | -37.836 |  odo  |
|  28.740  | -62.799  | -37.792 |  odo  |
|  28.765  | -62.745  | -37.748 |  odo  |
|  28.774  | -62.730  | -37.778 |  gps  |
|  28.790  | -62.676  | -37.734 |  odo  |
|  28.815  | -62.620  | -37.690 |  odo  |
|  28.840  | -62.565  | -37.645 |  odo  |
|  28.865  | -62.510  | -37.601 |  odo  |
|  28.869  | -62.510  | -37.601 | laser |
|  28.890  | -62.454  | -37.556 |  odo  |
|  28.915  | -62.398  | -37.511 |  odo  |
|  28.940  | -62.341  | -37.466 |  odo  |
|  28.965  | -62.285  | -37.420 |  odo  |
|  28.975  | -62.284  | -37.427 |  gps  |
|  28.990  | -62.227  | -37.381 |  odo  |
|  29.015  | -62.170  | -37.335 |  odo  |
|  29.040  | -62.112  | -37.289 |  odo  |
|  29.065  | -62.054  | -37.242 |  odo  |
|  29.083  | -62.054  | -37.242 | laser |
|  29.090  | -61.997  | -37.196 |  odo  |
|  29.115  | -61.939  | -37.150 |  odo  |
|  29.140  | -61.881  | -37.103 |  odo  |
|  29.165  | -61.822  | -37.056 |  odo  |
|  29.175  | -61.830  | -37.059 |  gps  |
|  29.190  | -61.771  | -37.012 |  odo  |
|  29.215  | -61.712  | -36.965 |  odo  |
|  29.240  | -61.653  | -36.917 |  odo  |
|  29.265  | -61.594  | -36.870 |  odo  |
|  29.290  | -61.535  | -36.822 |  odo  |
|  29.296  | -61.535  | -36.822 | laser |
|  29.315  | -61.475  | -36.775 |  odo  |
|  29.340  | -61.415  | -36.727 |  odo  |
|  29.365  | -61.354  | -36.678 |  odo  |
|  29.375  | -61.341  | -36.706 |  gps  |
|  29.390  | -61.280  | -36.658 |  odo  |
|  29.415  | -61.220  | -36.610 |  odo  |
|  29.440  | -61.158  | -36.561 |  odo  |
|  29.465  | -61.098  | -36.513 |  odo  |
|  29.490  | -61.036  | -36.464 |  odo  |
|  29.510  | -61.036  | -36.464 | laser |
|  29.515  | -60.974  | -36.415 |  odo  |
|  29.540  | -60.912  | -36.365 |  odo  |
|  29.565  | -60.850  | -36.316 |  odo  |
|  29.575  | -60.847  | -36.327 |  gps  |
|  29.590  | -60.785  | -36.277 |  odo  |
|  29.615  | -60.723  | -36.228 |  odo  |
|  29.640  | -60.660  | -36.178 |  odo  |
|  29.665  | -60.597  | -36.128 |  odo  |
|  29.690  | -60.533  | -36.077 |  odo  |
|  29.715  | -60.470  | -36.027 |  odo  |
|  29.723  | -60.470  | -36.027 | laser |
|  29.740  | -60.407  | -35.976 |  odo  |
|  29.765  | -60.343  | -35.926 |  odo  |
|  29.775  | -60.347  | -35.934 |  gps  |
|  29.790  | -60.283  | -35.883 |  odo  |
|  29.815  | -60.219  | -35.832 |  odo  |
|  29.840  | -60.155  | -35.781 |  odo  |
|  29.865  | -60.091  | -35.730 |  odo  |
|  29.890  | -60.027  | -35.680 |  odo  |
|  29.915  | -59.963  | -35.629 |  odo  |
|  29.937  | -59.963  | -35.629 | laser |
|  29.940  | -59.898  | -35.578 |  odo  |
|  29.965  | -59.833  | -35.526 |  odo  |
|  29.976  | -59.820  | -35.553 |  gps  |
|  29.990  | -59.755  | -35.502 |  odo  |
|  30.015  | -59.689  | -35.450 |  odo  |
|  30.040  | -59.624  | -35.398 |  odo  |
|  30.065  | -59.559  | -35.347 |  odo  |
|  30.090  | -59.493  | -35.295 |  odo  |
|  30.115  | -59.428  | -35.243 |  odo  |
|  30.140  | -59.361  | -35.190 |  odo  |
|  30.151  | -59.361  | -35.190 | laser |
|  30.165  | -59.294  | -35.138 |  odo  |
|  30.176  | -59.299  | -35.142 |  gps  |
|  30.190  | -59.232  | -35.089 |  odo  |
|  30.215  | -59.167  | -35.037 |  odo  |
|  30.240  | -59.101  | -34.985 |  odo  |
|  30.265  | -59.034  | -34.931 |  odo  |
|  30.290  | -58.967  | -34.878 |  odo  |
|  30.315  | -58.902  | -34.826 |  odo  |
|  30.340  | -58.834  | -34.772 |  odo  |
|  30.364  | -58.834  | -34.772 | laser |
|  30.365  | -58.769  | -34.720 |  odo  |
|  30.376  | -58.708  | -34.722 |  gps  |
|  30.390  | -58.641  | -34.669 |  odo  |
|  30.415  | -58.574  | -34.616 |  odo  |
|  30.440  | -58.507  | -34.562 |  odo  |
|  30.465  | -58.440  | -34.508 |  odo  |
|  30.490  | -58.373  | -34.454 |  odo  |
|  30.515  | -58.307  | -34.401 |  odo  |
|  30.540  | -58.240  | -34.347 |  odo  |
|  30.565  | -58.173  | -34.293 |  odo  |
|  30.576  | -58.114  | -34.296 |  gps  |
|  30.578  | -58.114  | -34.296 | laser |
|  30.590  | -58.047  | -34.242 |  odo  |
|  30.615  | -57.980  | -34.188 |  odo  |
|  30.640  | -57.914  | -34.134 |  odo  |
|  30.665  | -57.846  | -34.078 |  odo  |
|  30.690  | -57.779  | -34.024 |  odo  |
|  30.715  | -57.714  | -33.971 |  odo  |
|  30.740  | -57.648  | -33.918 |  odo  |
|  30.765  | -57.580  | -33.862 |  odo  |
|  30.776  | -57.531  | -33.859 |  gps  |
|  30.790  | -57.464  | -33.805 |  odo  |
|  30.791  | -57.464  | -33.805 | laser |
|  30.815  | -57.398  | -33.751 |  odo  |
|  30.840  | -57.332  | -33.698 |  odo  |
|  30.865  | -57.265  | -33.643 |  odo  |
|  30.890  | -57.200  | -33.590 |  odo  |
|  30.915  | -57.134  | -33.537 |  odo  |
|  30.940  | -57.070  | -33.484 |  odo  |
|  30.965  | -57.003  | -33.430 |  odo  |
|  30.977  | -56.961  | -33.419 |  gps  |
|  30.990  | -56.896  | -33.367 |  odo  |
|  31.005  | -56.896  | -33.367 | laser |
|  31.015  | -56.830  | -33.313 |  odo  |
|  31.040  | -56.766  | -33.260 |  odo  |
|  31.065  | -56.701  | -33.207 |  odo  |
|  31.090  | -56.637  | -33.155 |  odo  |
|  31.115  | -56.571  | -33.101 |  odo  |
|  31.140  | -56.507  | -33.048 |  odo  |
|  31.165  | -56.442  | -32.995 |  odo  |
|  31.177  | -56.413  | -32.969 |  gps  |
|  31.190  | -56.349  | -32.917 |  odo  |
|  31.215  | -56.285  | -32.864 |  odo  |
|  31.218  | -56.285  | -32.864 | laser |
|  31.240  | -56.222  | -32.811 |  odo  |
|  31.265  | -56.157  | -32.757 |  odo  |
|  31.290  | -56.095  | -32.705 |  odo  |
|  31.315  | -56.032  | -32.652 |  odo  |
|  31.340  | -55.970  | -32.600 |  odo  |
|  31.365  | -55.907  | -32.547 |  odo  |
|  31.377  | -55.861  | -32.541 |  gps  |
|  31.390  | -55.799  | -32.489 |  odo  |
|  31.415  | -55.737  | -32.436 |  odo  |
|  31.432  | -55.737  | -32.436 | laser |
|  31.440  | -55.676  | -32.385 |  odo  |
|  31.465  | -55.614  | -32.332 |  odo  |
|  31.490  | -55.553  | -32.280 |  odo  |
|  31.515  | -55.491  | -32.228 |  odo  |
|  31.540  | -55.431  | -32.177 |  odo  |
|  31.565  | -55.371  | -32.126 |  odo  |
|  31.577  | -55.331  | -32.113 |  gps  |
|  31.590  | -55.272  | -32.063 |  odo  |
|  31.615  | -55.212  | -32.012 |  odo  |
|  31.640  | -55.152  | -31.961 |  odo  |
|  31.646  | -55.152  | -31.961 | laser |
|  31.665  | -55.092  | -31.910 |  odo  |
|  31.690  | -55.033  | -31.860 |  odo  |
|  31.715  | -54.975  | -31.810 |  odo  |
|  31.740  | -54.916  | -31.759 |  odo  |
|  31.765  | -54.857  | -31.709 |  odo  |
|  31.777  | -54.843  | -31.677 |  gps  |
|  31.790  | -54.785  | -31.627 |  odo  |
|  31.815  | -54.727  | -31.578 |  odo  |
|  31.840  | -54.670  | -31.528 |  odo  |
|  31.859  | -54.670  | -31.528 | laser |
|  31.865  | -54.612  | -31.478 |  odo  |
|  31.890  | -54.556  | -31.429 |  odo  |
|  31.915  | -54.500  | -31.381 |  odo  |
|  31.940  | -54.444  | -31.332 |  odo  |
|  31.965  | -54.388  | -31.284 |  odo  |
|  31.978  | -54.355  | -31.276 |  gps  |
|  31.990  | -54.300  | -31.229 |  odo  |
|  32.015  | -54.245  | -31.181 |  odo  |
|  32.040  | -54.190  | -31.134 |  odo  |
|  32.065  | -54.136  | -31.087 |  odo  |
|  32.073  | -54.136  | -31.087 | laser |
|  32.090  | -54.083  | -31.041 |  odo  |
|  32.115  | -54.030  | -30.995 |  odo  |
|  32.140  | -53.977  | -30.949 |  odo  |
|  32.165  | -53.924  | -30.904 |  odo  |
|  32.178  | -53.906  | -30.880 |  gps  |
|  32.190  | -53.854  | -30.836 |  odo  |
|  32.215  | -53.802  | -30.791 |  odo  |
|  32.240  | -53.751  | -30.747 |  odo  |
|  32.265  | -53.700  | -30.702 |  odo  |
|  32.287  | -53.700  | -30.702 | laser |
|  32.290  | -53.650  | -30.659 |  odo  |
|  32.315  | -53.599  | -30.616 |  odo  |
|  32.340  | -53.550  | -30.573 |  odo  |
|  32.365  | -53.500  | -30.531 |  odo  |
|  32.378  | -53.408  | -30.544 |  gps  |
|  32.390  | -53.359  | -30.502 |  odo  |
|  32.415  | -53.310  | -30.461 |  odo  |
|  32.440  | -53.262  | -30.420 |  odo  |
|  32.465  | -53.213  | -30.379 |  odo  |
|  32.490  | -53.166  | -30.339 |  odo  |
|  32.500  | -53.166  | -30.339 | laser |
|  32.515  | -53.119  | -30.298 |  odo  |
|  32.540  | -53.071  | -30.258 |  odo  |
|  32.565  | -53.025  | -30.219 |  odo  |
|  32.578  | -52.927  | -30.238 |  gps  |
|  32.590  | -52.881  | -30.199 |  odo  |
|  32.615  | -52.836  | -30.161 |  odo  |
|  32.640  | -52.790  | -30.123 |  odo  |
|  32.665  | -52.745  | -30.085 |  odo  |
|  32.690  | -52.700  | -30.047 |  odo  |
|  32.714  | -52.700  | -30.047 | laser |
|  32.715  | -52.657  | -30.010 |  odo  |
|  32.740  | -52.613  | -29.974 |  odo  |
|  32.765  | -52.570  | -29.937 |  odo  |
|  32.778  | -52.489  | -29.943 |  gps  |
|  32.790  | -52.446  | -29.907 |  odo  |
|  32.815  | -52.404  | -29.872 |  odo  |
|  32.840  | -52.362  | -29.836 |  odo  |
|  32.865  | -52.320  | -29.802 |  odo  |
|  32.890  | -52.279  | -29.768 |  odo  |
|  32.915  | -52.238  | -29.734 |  odo  |
|  32.928  | -52.238  | -29.734 | laser |
|  32.940  | -52.199  | -29.701 |  odo  |
|  32.965  | -52.159  | -29.667 |  odo  |
|  32.979  | -52.082  | -29.667 |  gps  |
|  32.990  | -52.043  | -29.634 |  odo  |
|  33.015  | -52.004  | -29.602 |  odo  |
|  33.040  | -51.965  | -29.570 |  odo  |
|  33.065  | -51.927  | -29.539 |  odo  |
|  33.090  | -51.889  | -29.508 |  odo  |
|  33.115  | -51.852  | -29.477 |  odo  |
|  33.140  | -51.815  | -29.446 |  odo  |
|  33.141  | -51.815  | -29.446 | laser |
|  33.165  | -51.778  | -29.416 |  odo  |
